captions,categoryId,channelId,channelTitle,commentCount,dislikeCount,favoriteCount,likeCount,tags,title,videoId,viewCount
,15,UCvph04Sh9CFKAw-gA6y-brQ,I_am_puma,906,95,0,13067,"['пума дома', 'пума', 'месси', 'пума в доме', 'пума в домашних условиях', 'пума видео', 'пума в квартире', 'пума говорит вау', 'пума говорит', 'пума горный лев', 'пума в городе', 'пума домашняя', 'puma', 'Messi', 'couguar', 'пума животное', 'пума живет дома', 'пума и человек', 'пума кошка', 'пума канал', 'ласковая пума', 'пума мурлычет', 'пума ручная', 'пума и хозяин', 'пума пенза', 'пума месси', 'puma messi', 'i am puma', 'messi puma youtube', 'animal planet', 'google trends']",Пума Месси в гостях у Герды,qRDOjyxPEbY,178044
,25,UCeVGpIFVLxTKU5dKMDOZfEA,BTB-concept,518,70,0,2071,"['PUMA', 'Schützenpanzer', 'VJTF', 'VJTF-Konfiguration', 'Infanterie', 'Panzergrenadiere', 'PzGrenBtl 112', 'Panzergrenadierbataillon 112', 'Regen', 'IdZ', 'Infanterist der Zukunft', 'Gefechtsstand', 'Führungsfahrzeug', 'Kommandeur', 'Truppe', 'Truppenübungsplatz']",PUMA VJTF 2022 - Was sagt die Truppe? - PzGrenBtl 112,JVpA9mPnCKg,111650
,15,UCvph04Sh9CFKAw-gA6y-brQ,I_am_puma,964,349,0,13384,"['пума дома', 'пума', 'месси', 'пума в доме', 'пума в домашних условиях', 'пума видео', 'пума в квартире', 'пума говорит вау', 'пума говорит', 'пума горный лев', 'пума в городе', 'пума домашняя', 'puma', 'Messi', 'couguar', 'пума животное', 'пума живет дома', 'пума и человек', 'пума кошка', 'пума канал', 'ласковая пума', 'пума мурлычет', 'пума ручная', 'пума и хозяин', 'пума пенза', 'пума месси', 'puma messi', 'i am puma', 'messi puma youtube', 'animal planet', 'google trends']",Саша испытывает терпение Месси. Человек достаёт пуму)),AEVPhttMbpg,202288
,2,UCXC_S7Hug_OHSw8VLhOQdCQ,Ford Belgium,1,0,0,7,"['yt:cc=on', 'ford puma st', 'ford puma st sound', 'ford', 'puma st', 'new puma st', 'new puma st review', 'limited slip differential', 'ford performance', 'performance suv', 'performance suv comparison', 'performance suv 2020']",Nouveau Ford Puma ST | Visite guidée du véhicule | Ford Belgium,CHfDOsMwb6k,7348
,2,UCAlEo9VvtNFOXRsVOw22heg,Bilguiden,2,0,0,10,"['Ford Puma', 'Renault Captur', 'Nissan Juke', 'Kia Stonic', '2021', '2020', 'Captur', 'Juke', 'Stonic', 'Puma', 'plug-in', 'hybrid', 'mild hybrid', 'plug-in hybrid', 'plugin', 'plug in', 'phev', 'størrelse', 'bagagerum', 'bagsæder', 'plads', 'rummelighed', 'motor', 'anhængervægt', 'træk', 'krogen', 'krog', 'kg', 'crossover', 'suv', 'suv b', 'test', 'sammenligning', 'vs', 'bilguiden', 'bilguiden tv', 'bnbiler', 'bjarne nielsen', 'bilernes hus', 'bilerneshus', 'rækkevidde', 'strøm', 'ladeløsning']",Crossover test: Renault CAPTUR vs Ford PUMA vs Nissan JUKE vs Kia STONIC | bilguiden sammenligner,6DoWugR1Cqw,858
,15,UCvph04Sh9CFKAw-gA6y-brQ,I_am_puma,1352,154,0,16956,"['пума дома', 'пума', 'месси', 'пума в доме', 'пума в домашних условиях', 'пума видео', 'пума в квартире', 'пума говорит вау', 'пума говорит', 'пума горный лев', 'пума в городе', 'пума домашняя', 'puma', 'Messi', 'couguar', 'пума животное', 'пума живет дома', 'пума и человек', 'пума кошка', 'пума канал', 'ласковая пума', 'пума мурлычет', 'пума ручная', 'пума и хозяин', 'пума пенза', 'пума месси', 'puma messi', 'i am puma', 'messi puma youtube', 'animal planet', 'google trends']",Пума Месси разговаривает! супер подборка его  &quot;кря&quot; и &quot;мяв&quot;,M-8oQx8kaJU,216031
,15,UCyw79HRaiwDc_UHKG0petRw,Animais da Fazenda,15,61,0,168,"['Animais da Fazenda', 'Farm Animals', 'felinos', 'felinos rugindo', 'rugido de felinos', 'som dos felinos', 'lion roar', 'tiguer roar', 'cat meowing', 'leopard roar', 'puma roar', 'panther roar', 'lynx roar', 'rugido do leão', 'tigre rugindo', 'guepardo rugindo', 'guepardo', 'cheetah', 'cheetah roar', 'felines sounds', 'felines', 'Big Cats', 'Cats Sounds']",Som dos FELINOS - Gato - Leão - Tigre - Leopardo - Puma - Pantera - Lince - Guepardo,eyabOhhVk5Y,23782
hi it's kerry i have a passion forcollecting animalsboth new and retired coral snakeonce bitten the effects of the venom areusually delayedup to 13 hours but progress rapidlyonce they develop infanimation canincludenausea vomiting slurred speechdouble vision dripping eyes muscletweetingweakness and paralysis tigerthe tiger is an apex predator and isarmed with a very powerful bite force ofaround 1000 psithat allows it to take down prey with afatal bite to the necktigers are so powerful they have beenknown to take on extremely dangerouspreysuch as the indian girl oh sorry brownbearsand even rhinos and young elephants onoccasionthey take most of these animals down inambush situationsplease subscribe and turn onnotificationsafrican elephant in the wild males areusually at their prime physical stateduring musk and do most of the breedingmales exhibit physical behaviors such asflapping their earsand rubbing their head on trees andbushes to dispersethe mud scent and attract femaleselephants may stroke each other withtheir trunks before the male mounts thefemale from behind standing almostvertically as they mate at 22 monthselephants have the distinction of havingthe longest gestation periodof all animalscan alligators and crocodiles matethe answer is no although they looksimilarthey are genetically too far apart[Music]polar bear with breedingcompetition for females is intense thereare about three adult mousefor every breeding femaledominant males may succeed in matingwith several females in a seasonseveral days of mating interactions maybe required to stimulateovulation and guarantee fertilization ofthe eggonce paired the male and female staytogether for a week or morezebra they have very differenttemperaments to horsesthey're far more aggressive and a lotmoredangerous zebras have been known tokick each other to death they willviciously bite any human that comes toocloseand there are even accounts of zebraskilling lionsi decided to call the zebras up from thebackfence this is rather embarrassingthe weird noise is me trying to imitatea zebrano one was with me when i started thisbut now i've got a crowd[Music]giraffe they can kick very harda giraffe's kick can deliver enoughforce toshatter bones and snap necks[Music]adult giraffes are seldom preyed uponbecause of their size speed sensorsand deadly kicks calves are killed muchmore oftentheir hooves are up to 30 centimetersin diametercougar fatal attacks are extremely rarethey are elusive and prefer to avoidcontact with humanschimpanzee by the age of fivethey are stronger than most adult humansthey become destructive and resentful ofdisciplinethey can and will fight chimpanzeeownershave lost fingers and suffered severefacial[Music]damagepronghorn they are angulates and relatedto goatsand antelope they have the body shape ofa deer with long legs short tailand a long snoutwill defeast there are two speciesthe black wildebeest or the blue wilderbeastthe difference between the two speciesare the orientationand curvature of their horns and thecolour of their coatsthe horns of blue water beast protrudeto the sidethen curve downwards before curving upback towards the skullwhile the horns of the black water beastcurve forwardthen downward before curving upwards atthe tipsthe wildebeest are known to hybridizemale black wildebeest have been reportedto mate withfemale blue wildebeest and vice versagreen iguanamale iguanas like other male examples ofsquamatahave two hemipenes during copulationone hemipene will be inserted into thefemaleschloekil ventafter copulation exhalate within severalminutesand allowed to incubate[Music]please stay and watch another video withme[Music]i love to read and reply to you all yourcommentsthank you for watching my video see youagain soon[Music]see you guys in my next video,22,UCakv392OANtWgdG76yTE3vw,CaroSeria,461,44,0,2339,"['ford puma', 'puma st', 'test forda', 'ford test', 'puma review', 'ford puma st review', 'puma 2021 review', 'puma 2021 test', 'caroseria', 'lukasz bak', 'łukasz bąk', 'puma st test']","Ford Puma ST, czyli jak przełknąć żabę (TEST PL) | CaroSeria",F-ioi73eNdo,83414
,10,UCsVpgRB8YHLWA0ZrkhtHvTA,선미 SUNMI,194,14,0,3083,"['선미', 'sunmi', '선미 노래', '선미 신곡', '가시나', '주인공', '사이렌', '누아르', '날라리', 'gashina', 'heroine', 'siren', 'noir', 'lalalay', '24시간이 모자라', '보름달', '원더걸스', 'wondergirls', '선미 가시나', '선미 주인공', '선미 사이렌', '선미 뮤비', '선미 안무', '선미 직캠', '선미 춤', '꼬리', '선미 꼬리', 'tail', '보라빛밤', 'pporappippam']",[miya-IND] 선미를 움직이는 힘 = 미야네🤟💜 with PUMA,rjyMBnfGv3g,28473
hi it's kerry i have a passion forcollecting animalsboth new and retired coral snakeonce bitten the effects of the venom areusually delayedup to 13 hours but progress rapidlyonce they develop infanimation canincludenausea vomiting slurred speechdouble vision dripping eyes muscletweetingweakness and paralysis tigerthe tiger is an apex predator and isarmed with a very powerful bite force ofaround 1000 psithat allows it to take down prey with afatal bite to the necktigers are so powerful they have beenknown to take on extremely dangerouspreysuch as the indian girl oh sorry brownbearsand even rhinos and young elephants onoccasionthey take most of these animals down inambush situationsplease subscribe and turn onnotificationsafrican elephant in the wild males areusually at their prime physical stateduring musk and do most of the breedingmales exhibit physical behaviors such asflapping their earsand rubbing their head on trees andbushes to dispersethe mud scent and attract femaleselephants may stroke each other withtheir trunks before the male mounts thefemale from behind standing almostvertically as they mate at 22 monthselephants have the distinction of havingthe longest gestation periodof all animalscan alligators and crocodiles matethe answer is no although they looksimilarthey are genetically too far apart[Music]polar bear with breedingcompetition for females is intense thereare about three adult mousefor every breeding femaledominant males may succeed in matingwith several females in a seasonseveral days of mating interactions maybe required to stimulateovulation and guarantee fertilization ofthe eggonce paired the male and female staytogether for a week or morezebra they have very differenttemperaments to horsesthey're far more aggressive and a lotmoredangerous zebras have been known tokick each other to death they willviciously bite any human that comes toocloseand there are even accounts of zebraskilling lionsi decided to call the zebras up from thebackfence this is rather embarrassingthe weird noise is me trying to imitatea zebrano one was with me when i started thisbut now i've got a crowd[Music]giraffe they can kick very harda giraffe's kick can deliver enoughforce toshatter bones and snap necks[Music]adult giraffes are seldom preyed uponbecause of their size speed sensorsand deadly kicks calves are killed muchmore oftentheir hooves are up to 30 centimetersin diametercougar fatal attacks are extremely rarethey are elusive and prefer to avoidcontact with humanschimpanzee by the age of fivethey are stronger than most adult humansthey become destructive and resentful ofdisciplinethey can and will fight chimpanzeeownershave lost fingers and suffered severefacial[Music]damagepronghorn they are angulates and relatedto goatsand antelope they have the body shape ofa deer with long legs short tailand a long snoutwill defeast there are two speciesthe black wildebeest or the blue wilderbeastthe difference between the two speciesare the orientationand curvature of their horns and thecolour of their coatsthe horns of blue water beast protrudeto the sidethen curve downwards before curving upback towards the skullwhile the horns of the black water beastcurve forwardthen downward before curving upwards atthe tipsthe wildebeest are known to hybridizemale black wildebeest have been reportedto mate withfemale blue wildebeest and vice versagreen iguanamale iguanas like other male examples ofsquamatahave two hemipenes during copulationone hemipene will be inserted into thefemaleschloekil ventafter copulation exhalate within severalminutesand allowed to incubate[Music]please stay and watch another video withme[Music]i love to read and reply to you all yourcommentsthank you for watching my video see youagain soon[Music]see you guys in my next video,17,UCVtWA8MwZHC0slEpIeUOfdw,David Rau,202,12,0,803,"['puam future', 'puma future z', 'puma future z test', 'puma future review', 'david rau', 'david rau reviews', 'puma future z neymar', 'neymar football boots test', 'neymar puma future test', 'future z review', 'puma future z 1.1', 'puma future z 1.1 review', 'neymar football boots 2021', 'neymar fußballschuhe 2021', 'neymar schuhtest']",Puma Future Z Playtest - New boots for Neymar!,vIaEW46Zi8U,31115
hi it's kerry i have a passion forcollecting animalsboth new and retired coral snakeonce bitten the effects of the venom areusually delayedup to 13 hours but progress rapidlyonce they develop infanimation canincludenausea vomiting slurred speechdouble vision dripping eyes muscletweetingweakness and paralysis tigerthe tiger is an apex predator and isarmed with a very powerful bite force ofaround 1000 psithat allows it to take down prey with afatal bite to the necktigers are so powerful they have beenknown to take on extremely dangerouspreysuch as the indian girl oh sorry brownbearsand even rhinos and young elephants onoccasionthey take most of these animals down inambush situationsplease subscribe and turn onnotificationsafrican elephant in the wild males areusually at their prime physical stateduring musk and do most of the breedingmales exhibit physical behaviors such asflapping their earsand rubbing their head on trees andbushes to dispersethe mud scent and attract femaleselephants may stroke each other withtheir trunks before the male mounts thefemale from behind standing almostvertically as they mate at 22 monthselephants have the distinction of havingthe longest gestation periodof all animalscan alligators and crocodiles matethe answer is no although they looksimilarthey are genetically too far apart[Music]polar bear with breedingcompetition for females is intense thereare about three adult mousefor every breeding femaledominant males may succeed in matingwith several females in a seasonseveral days of mating interactions maybe required to stimulateovulation and guarantee fertilization ofthe eggonce paired the male and female staytogether for a week or morezebra they have very differenttemperaments to horsesthey're far more aggressive and a lotmoredangerous zebras have been known tokick each other to death they willviciously bite any human that comes toocloseand there are even accounts of zebraskilling lionsi decided to call the zebras up from thebackfence this is rather embarrassingthe weird noise is me trying to imitatea zebrano one was with me when i started thisbut now i've got a crowd[Music]giraffe they can kick very harda giraffe's kick can deliver enoughforce toshatter bones and snap necks[Music]adult giraffes are seldom preyed uponbecause of their size speed sensorsand deadly kicks calves are killed muchmore oftentheir hooves are up to 30 centimetersin diametercougar fatal attacks are extremely rarethey are elusive and prefer to avoidcontact with humanschimpanzee by the age of fivethey are stronger than most adult humansthey become destructive and resentful ofdisciplinethey can and will fight chimpanzeeownershave lost fingers and suffered severefacial[Music]damagepronghorn they are angulates and relatedto goatsand antelope they have the body shape ofa deer with long legs short tailand a long snoutwill defeast there are two speciesthe black wildebeest or the blue wilderbeastthe difference between the two speciesare the orientationand curvature of their horns and thecolour of their coatsthe horns of blue water beast protrudeto the sidethen curve downwards before curving upback towards the skullwhile the horns of the black water beastcurve forwardthen downward before curving upwards atthe tipsthe wildebeest are known to hybridizemale black wildebeest have been reportedto mate withfemale blue wildebeest and vice versagreen iguanamale iguanas like other male examples ofsquamatahave two hemipenes during copulationone hemipene will be inserted into thefemaleschloekil ventafter copulation exhalate within severalminutesand allowed to incubate[Music]please stay and watch another video withme[Music]i love to read and reply to you all yourcommentsthank you for watching my video see youagain soon[Music]see you guys in my next video,24,UCvn-HVrAGYEKsVx6gW3MeNQ,VH1,403,108,0,4150,"['VH1', 'reality tv', 'reality show', 'black ink crew: chicago', 'black ink crew new york', 'Black ink New York Drama', 'Black ink New York Fights', 'New York Artist', 'Young Bae', 'Tatie Black Ink', 'Teddy', 'Alex Black Ink', 'Black Ink Season 4', 'Black Ink Crew Season 7', 'Black Ink Fights', 'Black Ink Crew Drama', 'Donna Fights', 'Sky Fights', 'Donna and Anya Fight', 'Sky Fight Dutchess', 'Black Ink Crew Drama and Fights', 'Black Ink fight', 'Black Ink Crew', 'Ceaser', 'Sky', 'Donna', 'tattoo', 'New York', 'hip hop', 'drama']","Ceaser Blows Up, Bae’s Wedding Nightmare, Puma Returns | Season 7 Recap | Black Ink Crew",sf0r1Ang5FY,180609
